subject_type,subject_text,object_type,object_text,relation,context_window,weight
ORG,Water Facilities,TX_COUNTY,Matagorda County,cooccurs,sentence,18
ORG,Texas GLO,TX_COUNTY,Liberty County,cooccurs,sentence,18
ORG,TX,TX_COUNTY,Refugio County,cooccurs,sentence,18
ORG,Flood and Drainage Facilities,TX_COUNTY,Harris County,cooccurs,sentence,18
ORG,Affordable Rental Housing Under Way Activity Description,DISASTER,Tropical Storm Imelda,cooccurs,sentence,18
ORG,Drainage Facilities,TX_COUNTY,Harris County,cooccurs,sentence,18
ORG,Improvements-Non Covered,TX_COUNTY,Gonzales County,cooccurs,sentence,17
ORG,Improvements-Non Covered,TX_COUNTY,Caldwell County,cooccurs,sentence,17
ORG,MIT - Public Facilities,TX_COUNTY,Caldwell County,cooccurs,sentence,17
ORG,Improvements-Non Covered,TX_COUNTY,Newton County,cooccurs,sentence,17
ORG,FEMA,TX_COUNTY,Mclennan County,cooccurs,sentence,17
ORG,TDEM,TX_COUNTY,Willacy County,cooccurs,sentence,17
ORG,HMP,TX_COUNTY,Willacy County,cooccurs,sentence,17
ORG,FEMA,TX_COUNTY,Fayette County,cooccurs,sentence,17
ORG,TDEM,TX_COUNTY,Fayette County,cooccurs,sentence,17
ORG,GLO,TX_COUNTY,Fayette County,cooccurs,sentence,17
ORG,HMP,TX_COUNTY,Fayette County,cooccurs,sentence,17
ORG,Hazard Mitigation Grant Program,DISASTER,Hurricane Harvey,cooccurs,sentence,17
DISASTER,Hurricane Ike,TX_COUNTY,County Of Liberty County,cooccurs,sentence,17
ORG,NON-HOUSING Projected End Date,TX_COUNTY,Brazoria County,cooccurs,sentence,17
ORG,Project Number,DISASTER,Hurricane Ike,cooccurs,sentence,17
ORG,GLO,TX_COUNTY,Kleberg County,cooccurs,sentence,17
ORG,Fair Housing Planning,TX_COUNTY,Houston County,cooccurs,sentence,17
ORG,Completed Activity Description,DISASTER,Ike,cooccurs,sentence,17
ORG,DRS,TX_COUNTY,San Patricio County,cooccurs,sentence,17
ORG,Date 06/01/2010 Area Benefit (Survey,TX_COUNTY,Liberty County,cooccurs,sentence,17
ORG,Texas Department of Housing and Community Affairs,TX_COUNTY,Fort Bend County,cooccurs,sentence,17
ORG,Texas Department of Housing and Community Affairs,TX_COUNTY,Liberty County,cooccurs,sentence,17
DISASTER,Hurricane Ike,TX_COUNTY,Marion County,cooccurs,sentence,17
ORG,COCC,TX_COUNTY,Polk County,cooccurs,sentence,17
PROGRAM,Local Infrastructure Program,TX_COUNTY,Milam County,cooccurs,sentence,17
ORG,Public Improvement,TX_COUNTY,Galveston County,cooccurs,sentence,17
ORG,Local Government,TX_COUNTY,Brazoria County,cooccurs,sentence,17
ORG,Targeted Section 3 Labor Hours,TX_COUNTY,Harris County,cooccurs,sentence,17
ORG,Sewer Facilities,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,17
ORG,Flood and Drainage Facilities,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,17
ORG,TX,TX_COUNTY,Orange County,cooccurs,sentence,17
ORG,Planning/Administration or Unprogrammed Funds,TX_COUNTY,Harris County,cooccurs,sentence,17
ORG,GLO,TX_COUNTY,Fort Bend County,cooccurs,sentence,17
ORG,Completed Activity Description,TX_COUNTY,Madison County,cooccurs,sentence,17
ORG,GLO,TX_COUNTY,Travis County,cooccurs,sentence,17
ORG,Restricted Balance,TX_COUNTY,Travis County,cooccurs,sentence,17
ORG,Restricted Balance,TX_COUNTY,Hidalgo County,cooccurs,sentence,17
ORG,Restricted Balance,TX_COUNTY,Hays County,cooccurs,sentence,17
ORG,HUD,TX_COUNTY,Coryell County,cooccurs,sentence,16
ORG,Improvements-Non Covered,TX_COUNTY,Polk County,cooccurs,sentence,16
ORG,Improvements-Non Covered,TX_COUNTY,San Patricio County,cooccurs,sentence,16
ORG,FEMA,TX_COUNTY,Leon County,cooccurs,sentence,16
ORG,FEMA,TX_COUNTY,Tarrant County,cooccurs,sentence,16
ORG,FEMA,TX_COUNTY,Duval County,cooccurs,sentence,16
ORG,Sewer Lines,TX_COUNTY,Sabine County,cooccurs,sentence,16
ORG,Sewer Lines,TX_COUNTY,Jasper County,cooccurs,sentence,16
ORG,Sewer Lines,TX_COUNTY,Waller County,cooccurs,sentence,16
ORG,MIT - Public Facilities,TX_COUNTY,Grimes County,cooccurs,sentence,16
ORG,TDEM,TX_COUNTY,Chambers County,cooccurs,sentence,16
ORG,HMP,TX_COUNTY,Chambers County,cooccurs,sentence,16
ORG,TDEM,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,16
ORG,GLO,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,16
ORG,HMP,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,16
ORG,CDBG-MIT,TX_COUNTY,Harris County,cooccurs,sentence,16
ORG,TDEM,TX_COUNTY,Montgomery County,cooccurs,sentence,16
ORG,HMP,TX_COUNTY,Montgomery County,cooccurs,sentence,16
ORG,Texas GLO,DISASTER,Rita,cooccurs,sentence,16
ORG,SETRPC,TX_COUNTY,Jefferson County,cooccurs,sentence,16
ORG,Area Benefit (Census,TX_COUNTY,Cameron County,cooccurs,sentence,16
ORG,State Highway,TX_COUNTY,Brazoria County,cooccurs,sentence,16
ORG,Completed Activity Actual End Date,TX_COUNTY,Newton County,cooccurs,sentence,16
ORG,NON-HOUSING Projected End Date,TX_COUNTY,Newton County,cooccurs,sentence,16
ORG,Project Number,TX_COUNTY,Brazoria County,cooccurs,sentence,16
ORG,Completed Activity Description,TX_COUNTY,Willacy County,cooccurs,sentence,16
ORG,Area Benefit (Survey,TX_COUNTY,San Augustine County,cooccurs,sentence,16
ORG,Affirmatively Further Fair Housing (AFFH,TX_COUNTY,Houston County,cooccurs,sentence,16
ORG,GLO,TX_COUNTY,Houston County,cooccurs,sentence,16
ORG,Public Facilities,TX_COUNTY,Rusk County,cooccurs,sentence,16
ORG,DRS,TX_COUNTY,Matagorda County,cooccurs,sentence,16
ORG,Texas Department of Housing and Community Affairs,TX_COUNTY,Cameron County,cooccurs,sentence,16
DISASTER,Hurricane Ike,TX_COUNTY,San Augustine County,cooccurs,sentence,16
DISASTER,Hurricane Dolly,TX_COUNTY,Jim Hogg County,cooccurs,sentence,16
ORG,GLO,TX_COUNTY,Austin County,cooccurs,sentence,16
ORG,Flood and Drainage,TX_COUNTY,Matagorda County,cooccurs,sentence,16
ORG,Urgent Need,TX_COUNTY,Bastrop County,cooccurs,sentence,16
PROGRAM,Local Infrastructure Program,TX_COUNTY,Montgomery County,cooccurs,sentence,16
PROGRAM,Local Infrastructure Program,TX_COUNTY,Brazoria County,cooccurs,sentence,16
ORG,Sewer Facilities,TX_COUNTY,Refugio County,cooccurs,sentence,16
ORG,Flood and Drainage,TX_COUNTY,Victoria County,cooccurs,sentence,16
ORG,Texas GLO,TX_COUNTY,Jefferson County,cooccurs,sentence,16
ORG,Local Government Harris,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,16
ORG,Flood and Drainage,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,16
ORG,Flood and Drainage,PROGRAM,Affordable Rental Program,cooccurs,sentence,16
ORG,Sewer Facilities,PROGRAM,Affordable Rental Program,cooccurs,sentence,16
ORG,Flood and Drainage Facilities,PROGRAM,Affordable Rental Program,cooccurs,sentence,16
DISASTER,Harvey,TX_COUNTY,Harris County,cooccurs,sentence,16
ORG,Texas GLO,DISASTER,Imelda,cooccurs,sentence,16
ORG,Texas General Land Office NA Benefit Report Type,DISASTER,Ike,cooccurs,sentence,16
PROGRAM,Homeowner Reimbursement Program,DISASTER,Imelda,cooccurs,sentence,16
PROGRAM,Homeowner Assistance Program,DISASTER,Imelda,cooccurs,sentence,16
ORG,City of Total Projected Budget,TX_COUNTY,Harris County,cooccurs,sentence,16
ORG,GLO,TX_COUNTY,Hidalgo County,cooccurs,sentence,16
ORG,TDEM,TX_COUNTY,Lee County,cooccurs,sentence,15
ORG,GLO,TX_COUNTY,Lee County,cooccurs,sentence,15
ORG,HMP,TX_COUNTY,Lee County,cooccurs,sentence,15
ORG,TDEM,TX_COUNTY,Nueces County,cooccurs,sentence,15
ORG,GLO,TX_COUNTY,Nueces County,cooccurs,sentence,15
ORG,HMP,TX_COUNTY,Nueces County,cooccurs,sentence,15
ORG,FEMA,TX_COUNTY,Austin County,cooccurs,sentence,15
ORG,TDEM,TX_COUNTY,Austin County,cooccurs,sentence,15
ORG,TDEM,TX_COUNTY,Walker County,cooccurs,sentence,15
ORG,TDEM,TX_COUNTY,Wichita County,cooccurs,sentence,15
ORG,GLO,TX_COUNTY,Wichita County,cooccurs,sentence,15
ORG,HMP,TX_COUNTY,Wichita County,cooccurs,sentence,15
ORG,TDEM,TX_COUNTY,Newton County,cooccurs,sentence,15
ORG,HMP,TX_COUNTY,Newton County,cooccurs,sentence,15
ORG,FEMA,TX_COUNTY,Liberty County,cooccurs,sentence,15
ORG,TDEM,TX_COUNTY,Liberty County,cooccurs,sentence,15
ORG,Planning Products,TX_COUNTY,Bastrop County,cooccurs,sentence,15
ORG,Texas - GLO LOCCS Authorized,DISASTER,Rita,cooccurs,sentence,15
ORG,Completed Activity Description,TX_COUNTY,Jasper County,cooccurs,sentence,15
ORG,Area Benefit (Census,TX_COUNTY,Tyler County,cooccurs,sentence,15
ORG,CBCOG,TX_COUNTY,Kleberg County,cooccurs,sentence,15
ORG,Direct Benefit,TX_COUNTY,County Of Galveston County,cooccurs,sentence,15
ORG,Completed Activity Description,TX_COUNTY,Montgomery County,cooccurs,sentence,15
ORG,Texas Activity Progress Narrative,TX_COUNTY,Liberty County,cooccurs,sentence,15
ORG,Area Benefit (Survey,TX_COUNTY,Brooks County,cooccurs,sentence,15
DISASTER,Hurricane Ike,TX_COUNTY,Jefferson County,cooccurs,sentence,15
ORG,Clearance and Demolition,TX_COUNTY,Montgomery County,cooccurs,sentence,15
ORG,Completed Activity Description,DISASTER,Hurricane Harvey,cooccurs,sentence,15
ORG,COCC,TX_COUNTY,Refugio County,cooccurs,sentence,15
PROGRAM,Local Infrastructure Program,TX_COUNTY,Fort Bend County,cooccurs,sentence,15
ORG,Public Improvement,TX_COUNTY,Grimes County,cooccurs,sentence,15
ORG,Sewer Facilities,TX_COUNTY,Tyler County,cooccurs,sentence,15
DISASTER,Ike,TX_COUNTY,Refugio County,cooccurs,sentence,15
ORG,Substantially Rehabilitated Units,PROGRAM,Local Infrastructure Program,cooccurs,sentence,15
ORG,Targeted Section 3 Labor Hours,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,15
ORG,Local Government Houston,TX_COUNTY,Harris County,cooccurs,sentence,15
ORG,Multifamily Units 0 Beneficiaries,TX_COUNTY,Harris County,cooccurs,sentence,15
ORG,Clearance and Demolition,TX_COUNTY,Harris County,cooccurs,sentence,15
ORG,Improvements-Non Covered,TX_COUNTY,Bastrop County,cooccurs,sentence,14
ORG,FEMA,TX_COUNTY,Trinity County,cooccurs,sentence,14
ORG,Sewer Lines,TX_COUNTY,Hardin County,cooccurs,sentence,14
ORG,Texas Avenue,TX_COUNTY,Wharton County,cooccurs,sentence,14
ORG,GLO,TX_COUNTY,Waller County,cooccurs,sentence,14
ORG,HMP,TX_COUNTY,Waller County,cooccurs,sentence,14
ORG,TDEM,TX_COUNTY,San Jacinto County,cooccurs,sentence,14
ORG,GLO,TX_COUNTY,San Jacinto County,cooccurs,sentence,14
ORG,HMP,TX_COUNTY,San Jacinto County,cooccurs,sentence,14
ORG,TDEM,TX_COUNTY,Polk County,cooccurs,sentence,14
ORG,GLO,TX_COUNTY,Polk County,cooccurs,sentence,14
ORG,HMP,TX_COUNTY,Polk County,cooccurs,sentence,14
ORG,TDEM,TX_COUNTY,Goliad County,cooccurs,sentence,14
ORG,GLO,TX_COUNTY,Goliad County,cooccurs,sentence,14
ORG,HMP,TX_COUNTY,Goliad County,cooccurs,sentence,14
ORG,TDEM,TX_COUNTY,Marion County,cooccurs,sentence,14
ORG,GLO,TX_COUNTY,Marion County,cooccurs,sentence,14
ORG,HMP,TX_COUNTY,Marion County,cooccurs,sentence,14
ORG,FEMA,TX_COUNTY,Kleberg County,cooccurs,sentence,14
ORG,TDEM,TX_COUNTY,Kleberg County,cooccurs,sentence,14
ORG,HMP,TX_COUNTY,Kleberg County,cooccurs,sentence,14
ORG,Local Government,TX_COUNTY,Dewitt County,cooccurs,sentence,14
DISASTER,Hurricane Rita,TX_COUNTY,Jefferson County,cooccurs,sentence,14
ORG,Street Improvements,TX_COUNTY,Harris County,cooccurs,sentence,14
ORG,Area Benefit (Survey,TX_COUNTY,Leon County,cooccurs,sentence,14
ORG,Project Number,TX_COUNTY,Newton County,cooccurs,sentence,14
ORG,Date Total Projected Budget,TX_COUNTY,San Jacinto County,cooccurs,sentence,14
ORG,NON-HOUSING Projected End Date,DISASTER,Hurricane Ike,cooccurs,sentence,14
ORG,Date Total Projected Budget,TX_COUNTY,Cameron County,cooccurs,sentence,14
ORG,Completed Activity Description,TX_COUNTY,Robertson County,cooccurs,sentence,14
ORG,GLO,TX_COUNTY,Matagorda County,cooccurs,sentence,14
ORG,Affirmatively Further Fair Housing (AFFH,TX_COUNTY,Shelby County,cooccurs,sentence,14
ORG,Fair Housing Planning,TX_COUNTY,Shelby County,cooccurs,sentence,14
ORG,Fair Housing Planning,TX_COUNTY,San Augustine County,cooccurs,sentence,14
ORG,Texas Activity Progress Narrative,TX_COUNTY,Nacogdoches County,cooccurs,sentence,14
ORG,Public Facilities,TX_COUNTY,Upshur County,cooccurs,sentence,14
ORG,Direct Benefit,TX_COUNTY,Chambers County,cooccurs,sentence,14
ORG,UN,TX_COUNTY,Upshur County,cooccurs,sentence,14
ORG,Area Benefit (Survey,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,14
ORG,Texas Department of Housing and Community Affairs No Accomplishments Performance Measures,TX_COUNTY,Galveston County,cooccurs,sentence,14
ORG,Texas Department of Housing and Community Affairs No Accomplishments Performance Measures,TX_COUNTY,Montgomery County,cooccurs,sentence,14
DISASTER,Hurricane Ike,TX_COUNTY,San Jacinto County,cooccurs,sentence,14
DISASTER,Hurricane Ike,TX_COUNTY,Rusk County,cooccurs,sentence,14
ORG,WWTP,DISASTER,Hurricane Dolly,cooccurs,sentence,14
ORG,Street Improvements,TX_COUNTY,Hardin County,cooccurs,sentence,14
ORG,COCC,TX_COUNTY,San Jacinto County,cooccurs,sentence,14
ORG,Urgent Need,TX_COUNTY,San Jacinto County,cooccurs,sentence,14
ORG,City of Total Projected Budget,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,14
ORG,Urgent Need,PROGRAM,Homeowner Reimbursement Program,cooccurs,sentence,14
ORG,Non-Match Funds,TX_COUNTY,Willacy County,cooccurs,sentence,14
ORG,Flood and Drainage,TX_COUNTY,Grimes County,cooccurs,sentence,14
ORG,MIT - Public Facilities,TX_COUNTY,Polk County,cooccurs,sentence,13
ORG,SCADA,DISASTER,Hurricane Harvey,cooccurs,sentence,13
ORG,Improvements-Non Covered,TX_COUNTY,Kleberg County,cooccurs,sentence,13
ORG,Improvements-Non Covered,TX_COUNTY,Jim Wells County,cooccurs,sentence,13
ORG,MIT - Public Facilities,TX_COUNTY,Jim Wells County,cooccurs,sentence,13
ORG,TDEM,TX_COUNTY,Gonzales County,cooccurs,sentence,13
ORG,GLO,TX_COUNTY,Gonzales County,cooccurs,sentence,13
ORG,HMP,TX_COUNTY,Gonzales County,cooccurs,sentence,13
ORG,Sewer Lines,TX_COUNTY,Jefferson County,cooccurs,sentence,13
ORG,TDEM,TX_COUNTY,Sabine County,cooccurs,sentence,13
ORG,GLO,TX_COUNTY,Sabine County,cooccurs,sentence,13
ORG,HMP,TX_COUNTY,Sabine County,cooccurs,sentence,13
ORG,Sewer Facilities,TX_COUNTY,Grimes County,cooccurs,sentence,13
ORG,TDEM,TX_COUNTY,Houston County,cooccurs,sentence,13
ORG,TDEM,TX_COUNTY,Coryell County,cooccurs,sentence,13
ORG,HMP,TX_COUNTY,Coryell County,cooccurs,sentence,13
DISASTER,Hurricane Rita,TX_COUNTY,Hardin County,cooccurs,sentence,13
ORG,Texas Activity Progress Narrative,TX_COUNTY,Tyler County,cooccurs,sentence,13
ORG,Date Total Projected Budget,TX_COUNTY,Starr County,cooccurs,sentence,13
ORG,Date Total Projected Budget,TX_COUNTY,Polk County,cooccurs,sentence,13
ORG,Project Number,TX_COUNTY,Grimes County,cooccurs,sentence,13
ORG,Completed Activity Actual End Date,TX_COUNTY,Liberty County,cooccurs,sentence,13
ORG,Completed Activity Description,TX_COUNTY,Fort Bend County,cooccurs,sentence,13
ORG,GLO,TX_COUNTY,Tyler County,cooccurs,sentence,13
ORG,Affirmatively Further Fair Housing (AFFH,TX_COUNTY,San Augustine County,cooccurs,sentence,13
ORG,Fair Housing Planning,TX_COUNTY,Angelina County,cooccurs,sentence,13
ORG,GLO,TX_COUNTY,County Of Brazoria County,cooccurs,sentence,13
ORG,Public Facilities,TX_COUNTY,Milam County,cooccurs,sentence,13
ORG,UN,TX_COUNTY,Brazos County,cooccurs,sentence,13
DISASTER,Hurricane Ike,TX_COUNTY,Tyler County,cooccurs,sentence,13
ORG,Texas Department of Housing and Community Affairs No Accomplishments Performance Measures,TX_COUNTY,Chambers County,cooccurs,sentence,13
ORG,Texas Department of Housing and Community Affairs No Accomplishments Performance Measures,TX_COUNTY,Fort Bend County,cooccurs,sentence,13
ORG,DRS,TX_COUNTY,Madison County,cooccurs,sentence,13
ORG,KRW,TX_COUNTY,Galveston County,cooccurs,sentence,13
ORG,Affordable Rental Housing,TX_COUNTY,Galveston County,cooccurs,sentence,13
ORG,GLO,TX_COUNTY,Milam County,cooccurs,sentence,13
ORG,Housing Assistance Program,DISASTER,Ike,cooccurs,sentence,13
ORG,Texas General Land Office NA Benefit Report Type,PROGRAM,Local Infrastructure Program,cooccurs,sentence,13
ORG,UN,TX_COUNTY,Newton County,cooccurs,sentence,13
ORG,Urgent Need,TX_COUNTY,Montgomery County,cooccurs,sentence,13
ORG,Urgent Need,TX_COUNTY,Fort Bend County,cooccurs,sentence,13
ORG,Project Title,TX_COUNTY,Montgomery County,cooccurs,sentence,13
ORG,Flood and Drainage,TX_COUNTY,County Of Bastrop County,cooccurs,sentence,12
ORG,Improvements-Non Covered,TX_COUNTY,Hardin County,cooccurs,sentence,12
ORG,Improvements-Non Covered,TX_COUNTY,Refugio County,cooccurs,sentence,12
ORG,Sewer Facilities & Water Facilities,DISASTER,Hurricane Harvey,cooccurs,sentence,12
ORG,Smith Street,DISASTER,Hurricane Harvey,cooccurs,sentence,12
ORG,Improvements-Non Covered,TX_COUNTY,Galveston County,cooccurs,sentence,12
ORG,Improvements-Non Covered,TX_COUNTY,Eastland County,cooccurs,sentence,12
ORG,MIT - Public Facilities,TX_COUNTY,Eastland County,cooccurs,sentence,12
ORG,FEMA,TX_COUNTY,Waller County,cooccurs,sentence,12
ORG,TDEM,TX_COUNTY,Waller County,cooccurs,sentence,12
ORG,Improvements- Non Covered Projects Texas General Land Office,TX_COUNTY,Matagorda County,cooccurs,sentence,12
ORG,TDEM,TX_COUNTY,Galveston County,cooccurs,sentence,12
ORG,HMP,TX_COUNTY,Galveston County,cooccurs,sentence,12
ORG,TDEM,TX_COUNTY,Travis County,cooccurs,sentence,12
ORG,Corpus Christi Street,TX_COUNTY,Harris County,cooccurs,sentence,12
ORG,Area Benefit (Survey,TX_COUNTY,Waller County,cooccurs,sentence,12
ORG,Completed Activity Actual End Date,TX_COUNTY,Willacy County,cooccurs,sentence,12
ORG,Completed Activity Actual End Date,TX_COUNTY,Polk County,cooccurs,sentence,12
ORG,Project Number,TX_COUNTY,Liberty County,cooccurs,sentence,12
ORG,NON-HOUSING Projected End Date,TX_COUNTY,Chambers County,cooccurs,sentence,12
ORG,Date Total Projected Budget,TX_COUNTY,Montgomery County,cooccurs,sentence,12
ORG,Date Total Projected Budget,TX_COUNTY,Hidalgo County,cooccurs,sentence,12
ORG,Water Facilities,TX_COUNTY,County Of Nacogdoches County,cooccurs,sentence,12
DISASTER,Harvey,TX_COUNTY,Orange County,cooccurs,sentence,12
ORG,Affirmatively Further Fair Housing (AFFH,TX_COUNTY,Angelina County,cooccurs,sentence,12
ORG,TX,TX_COUNTY,San Jacinto County,cooccurs,sentence,12
ORG,TX,TX_COUNTY,Montgomery County,cooccurs,sentence,12
ORG,Texas Activity Progress Narrative,TX_COUNTY,Willacy County,cooccurs,sentence,12
ORG,DRS,TX_COUNTY,Burleson County,cooccurs,sentence,12
ORG,Direct Benefit,TX_COUNTY,Willacy County,cooccurs,sentence,12
ORG,ADA,TX_COUNTY,Robertson County,cooccurs,sentence,12
ORG,Area Benefit (Survey,TX_COUNTY,Refugio County,cooccurs,sentence,12
ORG,Area Benefit (Survey,TX_COUNTY,Marion County,cooccurs,sentence,12
ORG,Texas Department of Housing and Community Affairs No Accomplishments Performance Measures,TX_COUNTY,Hidalgo County,cooccurs,sentence,12
ORG,Texas Department of Housing and Community Affairs No Accomplishments Performance Measures,TX_COUNTY,Cameron County,cooccurs,sentence,12
ORG,Texas Department of Housing and Community Affairs No Accomplishments Performance Measures,TX_COUNTY,Liberty County,cooccurs,sentence,12
ORG,Clearance and Demolition,DISASTER,Hurricane Ike,cooccurs,sentence,12
DISASTER,Hurricane Ike,FEMA_DECLARATION,1791,cooccurs,sentence,12
DISASTER,Hurricane Ike,FEMA_DECLARATION,1780,cooccurs,sentence,12
DISASTER,Hurricane Dolly,FEMA_DECLARATION,1791,cooccurs,sentence,12
DISASTER,Hurricane Dolly,FEMA_DECLARATION,1780,cooccurs,sentence,12
PROGRAM,Homeowner Assistance Program,DISASTER,Harvey,cooccurs,sentence,12
ORG,Public Facilities,TX_COUNTY,Hardin County,cooccurs,sentence,12
PROGRAM,Local Infrastructure Program,TX_COUNTY,Waller County,cooccurs,sentence,12
DISASTER,Ike,TX_COUNTY,Sabine County,cooccurs,sentence,12
ORG,Local Government Harris,TX_COUNTY,Harris County,cooccurs,sentence,12
ORG,Non-Match Funds,TX_COUNTY,Orange County,cooccurs,sentence,12
ORG,Local Government,TX_COUNTY,Willacy County,cooccurs,sentence,12
ORG,Sewer Facilities,TX_COUNTY,Fort Bend County,cooccurs,sentence,12
ORG,City of Total Projected Budget,TX_COUNTY,Fort Bend County,cooccurs,sentence,12
ORG,Texas GLO,TX_COUNTY,Willacy County,cooccurs,sentence,12
ORG,Direct Benefit,TX_COUNTY,Bastrop County,cooccurs,sentence,11
ORG,Improvements-Non Covered,TX_COUNTY,Waller County,cooccurs,sentence,11
ORG,Improvements-Non Covered,TX_COUNTY,Wharton County,cooccurs,sentence,11
DISASTER,Hurricane Harvey,TX_COUNTY,Sabine County,cooccurs,sentence,11
ORG,Improvements-Non Covered,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,11
ORG,MIT - Public Facilities,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,11
ORG,MIT - Public Facilities,TX_COUNTY,San Patricio County,cooccurs,sentence,11
ORG,Improvements-Non Covered,TX_COUNTY,Harris County,cooccurs,sentence,11
ORG,MIT - Public Facilities,TX_COUNTY,Harris County,cooccurs,sentence,11
ORG,Improvements-Non Covered,TX_COUNTY,Hidalgo County,cooccurs,sentence,11
ORG,TDEM,TX_COUNTY,Eastland County,cooccurs,sentence,11
ORG,GLO,TX_COUNTY,Eastland County,cooccurs,sentence,11
ORG,HMP,TX_COUNTY,Eastland County,cooccurs,sentence,11
ORG,Sewer Lines,TX_COUNTY,Fort Bend County,cooccurs,sentence,11
ORG,Water Plant,TX_COUNTY,Polk County,cooccurs,sentence,11
ORG,SMI,TX_COUNTY,Kleberg County,cooccurs,sentence,11
ORG,Standardized Area Median Income,TX_COUNTY,Kleberg County,cooccurs,sentence,11
ORG,TDEM,TX_COUNTY,Milam County,cooccurs,sentence,11
ORG,HMP,TX_COUNTY,Milam County,cooccurs,sentence,11
ORG,IRC,TX_COUNTY,Coryell County,cooccurs,sentence,11
ORG,Planning Activities,TX_COUNTY,Coryell County,cooccurs,sentence,11
ORG,TDEM,TX_COUNTY,Cooke County,cooccurs,sentence,11
ORG,GLO,TX_COUNTY,Cooke County,cooccurs,sentence,11
ORG,HMP,TX_COUNTY,Cooke County,cooccurs,sentence,11
ORG,TDEM,TX_COUNTY,Lavaca County,cooccurs,sentence,11
ORG,GLO,TX_COUNTY,Lavaca County,cooccurs,sentence,11
ORG,HMP,TX_COUNTY,Lavaca County,cooccurs,sentence,11
ORG,Local Government,TX_COUNTY,Kleberg County,cooccurs,sentence,11
ORG,Sewer Lines,TX_COUNTY,Bastrop County,cooccurs,sentence,11
ORG,Completed Activity Description,PROGRAM,Homeowner Assistance Program,cooccurs,sentence,11
ORG,Texas - GLO LOCCS Authorized,DISASTER,Hurricane Rita,cooccurs,sentence,11
ORG,Urgent Need,DISASTER,Hurricane Rita,cooccurs,sentence,11
DISASTER,Ike,TX_COUNTY,County Of Galveston County,cooccurs,sentence,11
ORG,Area Benefit (Census,TX_COUNTY,Robertson County,cooccurs,sentence,11
ORG,Completed Activity Description,TX_COUNTY,Liberty County,cooccurs,sentence,11
ORG,Area Benefit (Census,TX_COUNTY,Orange County,cooccurs,sentence,11
ORG,Area Benefit (Census,TX_COUNTY,Hardin County,cooccurs,sentence,11
ORG,Area Benefit (Census,TX_COUNTY,Houston County,cooccurs,sentence,11
ORG,Area Benefit (Census,TX_COUNTY,Nacogdoches County,cooccurs,sentence,11
ORG,Project Number,TX_COUNTY,Starr County,cooccurs,sentence,11
ORG,Date Total Projected Budget,TX_COUNTY,Jefferson County,cooccurs,sentence,11
ORG,Date Total Projected Budget,TX_COUNTY,Orange County,cooccurs,sentence,11
ORG,Project Number,TX_COUNTY,Matagorda County,cooccurs,sentence,11
ORG,NON-HOUSING Projected End Date,TX_COUNTY,Liberty County,cooccurs,sentence,11
ORG,Project Number,TX_COUNTY,Chambers County,cooccurs,sentence,11
ORG,Completed Activity Actual End Date,DISASTER,Hurricane Ike,cooccurs,sentence,11
ORG,Completed Activity Actual End Date,TX_COUNTY,Cameron County,cooccurs,sentence,11
ORG,Post Office Street,TX_COUNTY,County Of Starr County,cooccurs,sentence,11
ORG,Hot Mix Asphalt Concrete,TX_COUNTY,Starr County,cooccurs,sentence,11
ORG,Urgent Need,TX_COUNTY,Matagorda County,cooccurs,sentence,11
ORG,Public Facilities,TX_COUNTY,Victoria County,cooccurs,sentence,11
ORG,Public Facilities,TX_COUNTY,Panola County,cooccurs,sentence,11
ORG,Public Facilities,TX_COUNTY,Jim Hogg County,cooccurs,sentence,11
ORG,DRS,TX_COUNTY,Angelina County,cooccurs,sentence,11
ORG,Date 01/01/2010 Area Benefit (Survey,TX_COUNTY,San Augustine County,cooccurs,sentence,11
ORG,Area Benefit (Survey,TX_COUNTY,Jim Hogg County,cooccurs,sentence,11
ORG,Properties 0,TX_COUNTY,Galveston County,cooccurs,sentence,11
ORG,Galveston Total Projected Budget,DISASTER,Ike,cooccurs,sentence,11
ORG,Area Benefit (Census,TX_COUNTY,Galveston County,cooccurs,sentence,11
ORG,Public Facilities,TX_COUNTY,Gonzales County,cooccurs,sentence,11
PROGRAM,Local Infrastructure Program,TX_COUNTY,Galveston County,cooccurs,sentence,11
ORG,County Total Projected Budget,PROGRAM,Homeowner Reimbursement Program,cooccurs,sentence,11
ORG,Flood and Drainage,TX_COUNTY,CALHOUN COUNTY,cooccurs,sentence,11
ORG,Local Government,TX_COUNTY,Milam County,cooccurs,sentence,11
ORG,TX,TX_COUNTY,Aransas County,cooccurs,sentence,11
ORG,Non-Match Funds,PROGRAM,Homeowner Reimbursement Program,cooccurs,sentence,11
